origem,destino,lat_origem,long_origem,lat_dest,long_dest
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBUA,SBYA,-0.130,-66.98,0.610,-69.20
SBYA,SBUA,0.610,-69.20,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBMN,SBPV,-3.130,-59.98,-8.700,-63.90
SBPV,SBUA,-8.700,-63.90,-0.130,-66.98
SBMN,SBTF,-3.130,-59.98,-3.380,-64.73
SBTF,SBUA,-3.380,-64.73,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SBBV,-0.130,-66.98,2.840,-60.68
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBPV,-0.130,-66.98,-8.700,-63.90
SBPV,SBMN,-8.700,-63.90,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBBR,-3.130,-59.98,-15.870,-47.92
SBBR,SBTA,-15.870,-47.92,-23.030,-45.50
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBTA,SBGR,-23.030,-45.50,-23.440,-46.47
SBGR,SBCC,-23.440,-46.47,-9.330,-54.97
SBCC,SBMN,-9.330,-54.97,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBYA,-0.130,-66.98,0.610,-69.20
SBYA,SBUA,0.610,-69.20,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBBR,-3.130,-59.98,-15.870,-47.92
SBBR,SBAF,-15.870,-47.92,-22.880,-43.38
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBMN,SWEE,-3.130,-59.98,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBUA,SBUA,-0.130,-66.98,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBYA,-3.130,-59.98,0.610,-69.20
SBYA,SBUA,0.610,-69.20,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBMN,SBTS,-3.130,-59.98,2.220,-55.93
SBTS,SBMN,2.220,-55.93,-3.130,-59.98
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBAF,SBAF,-22.880,-43.38,-22.880,-43.38
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SNOX,-1.400,-48.45,-1.716,-55.84
SNOX,SBMN,-1.716,-55.84,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBAF,SBBR,-22.880,-43.38,-15.870,-47.92
SBBR,SBCC,-15.870,-47.92,-9.330,-54.97
SBCC,SBMN,-9.330,-54.97,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBMN,SBPV,-3.130,-59.98,-8.700,-63.90
SBPV,SBTK,-8.700,-63.90,-8.150,-70.77
SBTK,SBCZ,-8.150,-70.77,-7.580,-72.77
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBCZ,SBTK,-7.580,-72.77,-8.150,-70.77
SBTK,SBCZ,-8.150,-70.77,-7.580,-72.77
SBCZ,SBTK,-7.580,-72.77,-8.150,-70.77
SBTK,SBPV,-8.150,-70.77,-8.700,-63.90
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWJP,-4.250,-69.93,-1.402,-69.43
SWJP,SBTT,-1.402,-69.43,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBPV,SBMN,-8.700,-63.90,-3.130,-59.98
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBGL,-3.130,-59.98,-22.800,-43.25
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBYA,-0.130,-66.98,0.610,-69.20
SBYA,SBUA,0.610,-69.20,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SWOW,-3.130,-59.98,-1.463,-61.63
SWOW,SBMN,-1.463,-61.63,-3.130,-59.98
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SNOX,-1.400,-48.45,-1.716,-55.84
SNOX,SBMN,-1.716,-55.84,-3.130,-59.98
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBYA,-0.130,-66.98,0.610,-69.20
SBYA,SBUA,0.610,-69.20,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBYA,-0.130,-66.98,0.610,-69.20
SBYA,SBUA,0.610,-69.20,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBMQ,-3.130,-59.98,-0.050,-51.11
SBMQ,SBTS,-0.050,-51.11,2.220,-55.93
SBTS,SBMQ,2.220,-55.93,-0.050,-51.11
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBSN,-1.400,-48.45,-2.420,-54.78
SBSN,SBMN,-2.420,-54.78,-3.130,-59.98
SBMQ,SBTS,-0.050,-51.11,2.220,-55.93
SBTS,SBMQ,2.220,-55.93,-0.050,-51.11
SBMQ,SBTS,-0.050,-51.11,2.220,-55.93
SBTS,SBMQ,2.220,-55.93,-0.050,-51.11
SBGL,SBGL,-22.800,-43.25,-22.800,-43.25
SBMQ,SBTS,-0.050,-51.11,2.220,-55.93
SBTS,SBMQ,2.220,-55.93,-0.050,-51.11
SBMQ,SBMN,-0.050,-51.11,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBCC,-3.130,-59.98,-9.330,-54.97
SBCC,SBMN,-9.330,-54.97,-3.130,-59.98
SBMN,SBCC,-3.130,-59.98,-9.330,-54.97
SBCC,SBMN,-9.330,-54.97,-3.130,-59.98
SBGL,SBGL,-22.800,-43.25,-22.800,-43.25
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBGL,SBGR,-22.800,-43.25,-23.440,-46.47
SBGR,SBBR,-23.440,-46.47,-15.870,-47.92
SBBR,SBMN,-15.870,-47.92,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBMN,SWBC,-3.130,-59.98,-0.970,-62.93
SWBC,SWOW,-0.970,-62.93,-1.463,-61.63
SWOW,SBMN,-1.463,-61.63,-3.130,-59.98
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SWPC,-0.130,-66.98,0.266,-69.80
SWPC,SBUA,0.266,-69.80,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBMN,SBCG,-3.130,-59.98,-20.470,-54.67
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBBV,2.840,-60.68,2.840,-60.68
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBBV,SBMN,2.840,-60.68,-3.130,-59.98
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBMN,SBMN,-3.130,-59.98,-3.130,-59.98
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBMN,SBAA,-3.130,-59.98,-8.260,-49.26
SBAA,SBBE,-8.260,-49.26,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBUA,SWSQ,-0.130,-66.98,1.700,-69.39
SWSQ,SBUA,1.700,-69.39,-0.130,-66.98
SBUA,SWQE,-0.130,-66.98,1.085,-69.84
SWQE,SBUA,1.085,-69.84,-0.130,-66.98
SBMN,SBSL,-3.130,-59.98,-2.530,-44.30
SBSL,SBHT,-2.530,-44.30,-3.210,-52.21
SBHT,SBSL,-3.210,-52.21,-2.530,-44.30
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBSL,SBHT,-2.530,-44.30,-3.210,-52.21
SBHT,SBMN,-3.210,-52.21,-3.130,-59.98
SBUA,SWMK,-0.130,-66.98,0.626,-66.12
SWMK,SBUA,0.626,-66.12,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBMN,SWKO,-3.130,-59.98,-4.131,-63.14
SWKO,SBMN,-4.131,-63.14,-3.130,-59.98
SBMN,SBCC,-3.130,-59.98,-9.330,-54.97
SBCC,SBMN,-9.330,-54.97,-3.130,-59.98
SBMN,SBCC,-3.130,-59.98,-9.330,-54.97
SBCC,SBMN,-9.330,-54.97,-3.130,-59.98
SBMN,SWBC,-3.130,-59.98,-0.970,-62.93
SWBC,SBMN,-0.970,-62.93,-3.130,-59.98
SBMN,SWBC,-3.130,-59.98,-0.970,-62.93
SWBC,SBMN,-0.970,-62.93,-3.130,-59.98
SBMN,SBBE,-3.130,-59.98,-1.400,-48.45
SBBE,SBMN,-1.400,-48.45,-3.130,-59.98
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBMN,SBMQ,-3.130,-59.98,-0.050,-51.11
SBMQ,SBTS,-0.050,-51.11,2.220,-55.93
SBTS,SBMN,2.220,-55.93,-3.130,-59.98
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBMN,SBTT,-3.130,-59.98,-4.250,-69.93
SBTT,SWEE,-4.250,-69.93,-4.524,-71.56
SWEE,SBTT,-4.524,-71.56,-4.250,-69.93
SBTT,SBMN,-4.250,-69.93,-3.130,-59.98
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBMN,SBBV,-3.130,-59.98,2.840,-60.68
SBBV,SWBV,2.840,-60.68,4.004,-64.50
SWBV,SBBV,4.004,-64.50,2.840,-60.68
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
SBMN,SBUA,-3.130,-59.98,-0.130,-66.98
SBUA,SBYA,-0.130,-66.98,0.610,-69.20
SBYA,SBUA,0.610,-69.20,-0.130,-66.98
SBUA,SBMN,-0.130,-66.98,-3.130,-59.98
SBBV,SWUQ,2.840,-60.68,2.836,-63.65
SWUQ,SBBV,2.836,-63.65,2.840,-60.68
SBCG,SBCG,-20.470,-54.67,-20.470,-54.67
